area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Avondale North (Auckland),House,3,75,57,204,695,650,720,780,143,3.71,6.5102,0.3049,547,825
Avondale North (Auckland),House,4,18,18,60,769,756,785,958,263,4.1,6.5348,0.5858,464,1022
Avondale North (Auckland),House,NA,48,6,60,711,650,730,780,140,3.95,6.5361,0.29,567,839
Avondale Rosebank,House,1,12,0,15,627,568,650,720,129,3.78,6.4178,0.2388,522,720
Avondale Rosebank,House,2,12,18,51,604,523,570,622,118,3.88,6.3888,0.1805,527,672
Avondale Rosebank,House,3,48,42,159,675,650,690,745,142,3.77,6.4846,0.271,546,786
Avondale Rosebank,House,4,12,9,39,704,646,755,808,153,3.92,6.5287,0.2616,574,817
Avondale Rosebank,House,NA,27,12,48,677,643,690,740,113,3.92,6.5044,0.1719,595,750
Avondale West (Auckland),House,1,6,3,9,580,615,660,683,247,4.11,6.1795,0.8273,276,843
Avondale West (Auckland),House,2,18,12,39,594,529,598,630,76,3.63,6.3793,0.1242,542,641
Avondale West (Auckland),House,3,36,30,147,624,640,678,748,225,3.69,6.3413,0.4956,406,793
Avondale West (Auckland),House,4,21,21,57,773,763,800,850,150,3.94,6.6154,0.3272,599,931
Avondale West (Auckland),House,NA,18,6,33,766,669,788,850,125,4,6.6282,0.163,677,844
Cheltenham,Apartment,2,6,6,15,628,573,598,675,123,3.42,6.4262,0.1935,542,704
Cheltenham,Flat,2,6,3,30,612,568,650,650,73,3.27,6.4099,0.1251,559,661
Cheltenham,House,2,9,9,24,675,650,670,730,125,4,6.4981,0.2022,579,761
Cheltenham,House,3,6,9,24,1111,936,1025,1200,273,3.1,6.9924,0.2308,931,1272
Devonport,Apartment,2,15,12,36,680,620,650,770,111,3.58,6.5098,0.1631,602,750
Devonport,Flat,1,12,9,30,614,440,475,630,363,3.65,6.3202,0.4221,418,739
Devonport,Flat,2,12,12,48,580,564,613,650,181,4.29,6.0845,1.2936,183,1051
Devonport,House,2,9,12,33,797,705,795,875,126,3.86,6.6705,0.1562,710,876
Devonport,House,3,12,21,60,907,820,900,1028,216,4,6.7752,0.2971,717,1070
Devonport,House,4,15,9,36,1345,980,1200,1290,732,4,7.1016,0.4517,895,1646
Freemans Bay,Apartment,1,48,36,105,674,520,600,750,224,3.61,6.4681,0.2928,529,785
Freemans Bay,Apartment,2,51,45,114,773,673,750,800,195,3.67,6.6229,0.2328,643,880
Freemans Bay,Apartment,3,9,6,15,953,795,840,995,228,4,6.8361,0.2237,800,1082
Freemans Bay,Flat,1,12,6,21,642,535,580,718,192,2.94,6.4287,0.272,516,744
Freemans Bay,Flat,2,15,9,33,644,600,620,680,71,3.91,6.4618,0.1064,596,688
Freemans Bay,Flat,NA,6,6,6,330,330,330,330,,3,5.7991,0,330,330
Freemans Bay,House,1,6,3,15,857,635,798,958,327,3.82,6.6979,0.3459,642,1024
Freemans Bay,House,2,30,18,75,806,666,765,865,313,3.57,6.6167,0.4091,567,985
Freemans Bay,House,3,57,39,129,1186,915,1010,1125,894,3.6,6.9763,0.3881,824,1391
Freemans Bay,House,4,21,9,48,1626,1123,1415,1875,654,3.56,7.3224,0.3834,1169,1961
Freemans Bay,House,NA,18,15,30,1153,750,835,1365,652,3.89,6.9327,0.4655,749,1403
Fruitvale,Flat,1,6,3,9,435,420,435,450,17,4,6.0748,0.0398,423,447
Fruitvale,Flat,2,6,9,36,477,490,524,560,160,4,6.0533,0.6312,278,651
Fruitvale,House,1,6,3,12,399,248,428,498,238,3.77,5.7533,0.8238,181,549
Fruitvale,House,2,21,27,66,515,498,550,568,142,3.95,6.1918,0.3713,380,628
Fruitvale,House,3,33,33,117,630,600,650,693,138,3.97,6.3983,0.3815,465,777
Fruitvale,House,4,6,9,33,707,664,700,753,49,3.86,6.5588,0.069,673,739
Fruitvale,House,NA,27,6,48,583,595,630,700,188,4.04,6.2805,0.4944,383,745
Glen Eden Central,Apartment,2,6,0,18,515,485,495,525,58,3.53,6.2397,0.108,477,551
Glen Eden Central,Flat,2,9,3,27,469,450,530,550,155,4,6.0436,0.5997,281,631
Glen Eden Central,House,1,15,0,18,493,400,430,590,147,3.93,6.1621,0.2894,390,577
Glen Eden Central,House,2,24,24,66,502,515,555,591,178,3.96,6.0983,0.6037,296,669
Glen Eden Central,House,3,45,30,189,637,600,640,680,115,3.88,6.4336,0.2512,525,737
Glen Eden Central,House,4,15,9,33,769,735,795,840,79,3.93,6.6403,0.1075,712,823
Glen Eden Central,House,NA,33,9,48,581,510,600,700,249,3.89,6.198,0.7043,306,791
Glen Eden North,Apartment,1,24,3,75,372,90,470,500,188,3.88,5.6919,0.7924,174,506
Glen Eden North,Apartment,2,21,12,84,375,170,329,598,225,4,5.7082,0.7175,186,489
Glen Eden North,House,1,18,3,24,508,464,483,528,73,4,6.2226,0.1334,461,551
Glen Eden North,House,2,21,12,57,583,565,590,623,45,3.95,6.3649,0.0824,550,614
Glen Eden North,House,3,30,30,108,630,619,650,670,100,3.71,6.4221,0.26,516,733
Glen Eden North,House,NA,60,9,84,524,476,580,608,175,4,6.1537,0.5675,321,690
Glen Eden Rosier,House,1,9,0,12,492,388,585,640,212,3.67,6.0555,0.6761,270,673
Glen Eden Rosier,House,2,9,6,30,516,500,525,550,43,3.68,6.2419,0.0887,484,546
Glen Eden Rosier,House,3,42,33,138,605,600,640,660,126,3.77,6.3646,0.342,461,732
Glen Eden Rosier,House,4,12,9,39,662,660,725,750,209,4,6.3756,0.6635,375,919
Glen Eden Rosier,House,NA,12,3,18,621,599,635,738,196,3.86,6.3693,0.4089,443,769
Glen Eden Woodglen,Flat,2,6,3,24,508,496,505,518,13,4,6.2292,0.0254,499,516
Glen Eden Woodglen,House,1,18,3,24,540,483,595,635,143,4.08,6.2361,0.3989,390,669
Glen Eden Woodglen,House,2,33,30,78,522,500,540,560,97,3.88,6.2216,0.3381,401,632
Glen Eden Woodglen,House,3,45,48,174,646,610,650,680,57,4.92,6.4666,0.0851,607,681
Glen Eden Woodglen,House,4,9,21,39,750,693,735,803,79,3.66,6.6145,0.1037,695,800
Glen Eden Woodglen,House,NA,45,3,66,612,580,650,680,133,4.01,6.368,0.3911,448,759
Grey Lynn Central,Apartment,1,21,24,63,576,540,600,615,88,3.83,6.3443,0.1547,513,632
Grey Lynn Central,Apartment,2,24,21,51,886,698,775,903,492,3.49,6.7086,0.3526,646,1039
Grey Lynn Central,Flat,1,15,9,66,508,450,500,590,77,3.97,6.2197,0.1565,452,559
Grey Lynn Central,House,1,9,9,18,744,560,650,750,290,4.33,6.5556,0.3331,562,880
Grey Lynn Central,House,2,18,21,39,961,689,825,1234,375,3.57,6.8021,0.3657,703,1151
Grey Lynn Central,House,3,27,33,90,995,830,950,1150,244,3.63,6.8737,0.2465,818,1141
Grey Lynn Central,House,4,18,18,57,1071,848,1000,1213,417,3.77,6.9152,0.349,796,1275
Grey Lynn Central,House,NA,21,15,27,971,750,870,1200,296,3.93,6.8366,0.2922,765,1134
Grey Lynn Central,Room,NA,9,3,6,338,315,315,328,50,2.96,5.8144,0.1331,306,367
Grey Lynn East,Apartment,1,42,51,90,610,550,614,671,85,3.71,6.4046,0.1414,550,665
Grey Lynn East,Apartment,2,45,42,84,757,698,735,835,132,3.79,6.6147,0.1676,666,835
Grey Lynn East,Apartment,3,6,6,12,1203,933,1200,1300,399,4,7.0489,0.3078,936,1417
Grey Lynn East,Apartment,NA,9,3,9,711,683,690,729,78,4,6.5619,0.107,658,761
Grey Lynn East,Boarding House,1,15,6,18,298,300,300,300,31,3.26,5.6939,0.1005,278,318
Grey Lynn East,Flat,1,15,3,27,518,470,540,550,54,3.92,6.2442,0.107,479,554
Grey Lynn East,House,1,6,15,18,654,578,590,715,127,3.29,6.4674,0.1834,569,729
Grey Lynn East,House,2,15,21,45,749,688,720,790,136,3.47,6.6036,0.1757,655,831
Grey Lynn East,House,3,21,18,60,801,720,800,920,278,3.7,6.6176,0.4039,570,982
Grey Lynn East,House,4,12,6,18,629,333,590,950,332,3.8,6.2957,0.5961,363,811
Grey Lynn East,House,5,6,3,6,455,223,295,490,371,3.49,5.8851,0.6859,226,571
Grey Lynn East,House,NA,66,12,81,690,590,655,758,128,3.58,6.5223,0.1695,607,763
Grey Lynn North,Apartment,1,9,9,33,553,500,550,600,61,3.48,6.3097,0.1081,511,591
Grey Lynn North,Flat,1,6,6,27,527,400,455,558,183,3.78,6.2219,0.308,409,620
Grey Lynn North,Flat,2,6,0,12,700,650,700,750,163,2.36,6.5298,0.2412,582,806
Grey Lynn North,House,2,12,9,27,848,715,850,950,162,3.69,6.7262,0.186,736,945
Grey Lynn North,House,3,30,33,78,1057,891,950,1194,299,3.7,6.9335,0.234,876,1202
Grey Lynn North,House,4,15,6,51,1132,880,1000,1183,411,2.9,6.9871,0.2885,891,1315
Grey Lynn North,House,NA,12,9,18,820,750,820,900,91,4,6.7037,0.1116,756,879
Grey Lynn North,Room,1,6,3,12,295,256,265,304,85,2.36,5.6594,0.2625,240,343
Grey Lynn West,Apartment,1,15,18,36,604,550,550,600,138,3.26,6.3824,0.2101,513,681
Grey Lynn West,Apartment,2,24,24,48,742,693,750,835,115,3.71,6.5976,0.1614,658,818
Grey Lynn West,Flat,1,6,3,24,486,409,475,553,112,3.6,6.1639,0.23,407,555
Grey Lynn West,Flat,2,9,3,21,552,495,550,585,71,3.67,6.307,0.1251,504,597
Grey Lynn West,Flat,NA,54,36,33,360,330,335,390,38,3.96,5.8809,0.1025,334,384
Grey Lynn West,House,1,27,3,27,499,335,440,560,188,3.83,6.1528,0.3423,373,592
Grey Lynn West,House,2,33,30,57,775,720,750,795,162,3.83,6.6349,0.1866,671,863
Grey Lynn West,House,3,36,24,87,829,729,805,900,121,3.89,6.7109,0.1371,749,901
Grey Lynn West,House,4,12,9,39,989,810,935,1095,204,3.87,6.8785,0.1966,851,1109
Grey Lynn West,House,5,9,6,0,366,210,220,290,388,3.42,5.6529,0.62,188,433
Grey Lynn West,House,NA,30,12,48,736,545,715,870,201,3.97,6.5675,0.2632,596,850
Hobson Ridge Central,Apartment,1,141,111,282,395,350,399,440,155,3.84,5.9182,0.3777,288,480
Hobson Ridge Central,Apartment,2,387,288,744,479,448,480,550,113,3.9,6.1303,0.3342,367,576
Hobson Ridge Central,Apartment,3,48,33,72,507,253,470,743,247,3.65,6.0844,0.5849,296,651
Hobson Ridge Central,Apartment,4,9,3,12,306,195,220,395,184,3.54,5.5925,0.5296,188,384
Hobson Ridge Central,Apartment,NA,21,33,33,507,450,460,550,92,4,6.2159,0.1618,449,558
Hobson Ridge Central,House,1,51,12,51,442,400,450,480,85,4.03,6.0594,0.3092,348,527
Hobson Ridge Central,House,2,12,45,30,501,445,480,550,63,3.98,6.2095,0.1246,457,541
Hobson Ridge Central,House,3,9,12,6,318,250,250,250,186,3.33,5.6676,0.4147,219,383
Hobson Ridge Central,House,NA,36,42,30,548,458,560,600,101,3.98,6.2888,0.1927,473,613
Hobson Ridge Central,Room,1,9,33,15,336,240,260,420,133,3.46,5.7486,0.3836,242,406
Hobson Ridge North,Apartment,1,204,183,351,483,420,470,524,93,3.86,6.1644,0.1749,423,535
Hobson Ridge North,Apartment,2,189,177,336,589,450,525,650,201,3.95,6.3316,0.3052,457,691
Hobson Ridge North,Apartment,3,33,18,39,441,300,350,630,192,2.94,6.0105,0.3882,314,530
Hobson Ridge North,Apartment,4,6,3,6,509,285,350,458,390,2.6,6.053,0.5802,288,629
Hobson Ridge North,Apartment,NA,21,21,18,484,370,450,550,122,3.96,6.1537,0.235,401,551
Hobson Ridge North,Flat,1,9,3,18,456,450,450,470,54,4,6.115,0.1217,417,491
Hobson Ridge North,House,1,39,33,42,518,430,490,550,193,4.01,6.186,0.3857,375,630
Hobson Ridge North,House,2,9,30,15,608,480,630,735,132,4.02,6.3877,0.2256,511,692
Hobson Ridge North,House,NA,156,66,147,598,450,500,594,368,3.95,6.3074,0.3561,431,698
Hobson Ridge North,Room,1,27,51,30,333,280,335,370,123,3.92,5.7186,0.5007,217,427
Hobson Ridge South,Apartment,1,87,75,171,395,340,400,450,81,3.83,5.9527,0.2435,327,453
Hobson Ridge South,Apartment,2,96,72,210,468,435,480,548,117,3.83,6.0669,0.5714,293,634
Hobson Ridge South,Apartment,3,9,6,36,636,285,760,960,357,3.85,6.2653,0.6938,329,840
Hobson Ridge South,Apartment,4,15,9,12,328,220,230,240,213,2.28,5.6379,0.5313,196,402
Hobson Ridge South,Apartment,NA,6,6,12,390,375,415,430,83,4,5.9465,0.2373,326,449
Hobson Ridge South,Flat,3,9,3,9,546,360,400,850,254,3.01,6.2142,0.4301,374,668
Hobson Ridge South,House,1,9,12,12,479,445,450,515,75,4,6.1606,0.1532,427,525
Hobson Ridge South,House,NA,15,9,18,478,400,450,590,140,4,6.131,0.2934,377,561
Hobson Ridge South,Room,1,15,9,18,253,200,230,240,121,3.27,5.467,0.3419,188,298
Hobson Ridge South,Room,NA,6,6,6,260,250,260,270,12,4,5.5599,0.0444,252,268
Karangahape,Apartment,1,63,48,195,481,390,450,530,181,3.87,6.1338,0.2647,386,551
Karangahape,Apartment,2,75,69,198,645,570,630,700,121,3.78,6.4496,0.2112,548,729
Karangahape,Apartment,3,27,24,45,627,360,700,795,280,3.6,6.3372,0.4813,409,782
Karangahape,Apartment,NA,6,12,15,557,518,600,720,256,4,6.1343,0.8204,265,802
Karangahape,Boarding House,1,6,18,9,441,343,428,526,120,2,6.0616,0.2735,357,516
Karangahape,Boarding House,NA,9,6,6,296,290,290,290,11,3.99,5.6882,0.0373,288,303
Karangahape,Flat,1,9,3,18,429,385,430,450,52,4,6.0549,0.1183,394,462
Karangahape,Flat,2,6,0,21,678,554,665,713,196,4,6.487,0.2648,549,785
Karangahape,House,1,12,9,21,531,428,505,583,122,3.79,6.2526,0.2139,450,600
Karangahape,House,NA,87,42,93,596,450,500,695,205,3.52,6.3417,0.3027,463,696
Kaurilands,Flat,2,6,6,6,475,450,475,500,29,3.05,6.1619,0.0608,455,494
Kaurilands,House,1,6,0,6,535,450,520,605,101,4,6.2689,0.1885,465,599
Kaurilands,House,2,12,6,24,528,509,563,586,86,3.48,6.2551,0.183,460,589
Kaurilands,House,3,24,18,87,629,624,653,725,168,3.76,6.3815,0.4255,443,787
Kaurilands,House,NA,6,3,15,611,565,635,760,218,4,6.3206,0.538,387,799
Kelston North,Flat,2,6,0,12,485,480,483,488,7,3.74,6.1841,0.0145,480,490
Kelston North,House,1,9,3,9,510,425,450,660,246,3.36,6.0647,0.7414,261,710
Kelston North,House,2,12,12,27,533,500,520,571,46,3.53,6.2757,0.0872,501,564
Kelston North,House,3,21,27,123,626,595,630,680,106,3.83,6.4196,0.2269,527,715
Kelston North,House,NA,12,12,18,773,658,795,820,136,4,6.6363,0.1734,678,857
Kelston South,Flat,2,21,9,42,575,498,600,625,74,3.91,6.3463,0.1315,522,623
Kelston South,House,1,9,3,12,616,595,600,673,66,4,6.4175,0.1126,568,661
Kelston South,House,3,33,27,126,634,615,645,673,92,3.86,6.4375,0.1937,548,712
Kelston South,House,4,12,9,33,770,745,778,800,61,4,6.6427,0.0819,726,811
Kelston South,House,NA,18,9,24,578,573,600,653,143,3.95,6.3123,0.3711,429,708
Kingsland,Apartment,1,6,9,18,556,515,568,583,92,4,6.3088,0.1689,490,616
Kingsland,Apartment,2,45,33,117,654,600,655,715,112,3.73,6.4645,0.2058,559,738
Kingsland,Boarding House,NA,30,9,18,343,296,355,376,45,3.02,5.8305,0.1329,311,372
Kingsland,Flat,1,15,3,30,499,435,500,550,81,3.8,6.2005,0.1668,441,552
Kingsland,Flat,2,15,6,36,437,240,500,560,185,3.3,5.9768,0.4942,282,550
Kingsland,House,1,9,6,18,753,570,699,788,314,4,6.5629,0.3635,554,905
Kingsland,House,2,9,18,54,882,705,780,798,489,2.72,6.6955,0.3932,620,1054
Kingsland,House,3,39,36,114,830,749,835,900,115,3.7,6.7118,0.1403,748,904
Kingsland,House,4,21,15,51,849,820,900,1100,338,3.7,6.6017,0.6412,478,1135
Kingsland,House,5,12,6,12,407,250,290,323,305,3.24,5.8477,0.5228,243,493
Kingsland,House,NA,21,6,30,821,708,830,935,277,4,6.611,0.5711,506,1092
Konini,House,1,6,0,9,559,427,582,644,169,4,6.2855,0.3175,433,665
Konini,House,2,6,6,21,573,550,570,593,26,4,6.3492,0.0459,555,590
Konini,House,3,27,24,87,709,650,700,750,74,3.84,6.5581,0.1018,658,755
Konini,House,NA,9,6,18,812,650,895,1000,299,3.83,6.5844,0.6059,481,1089
Morningside (Auckland),Apartment,1,18,15,45,476,435,473,539,120,3.73,6.1084,0.4245,338,599
Morningside (Auckland),Apartment,2,24,9,54,584,521,573,623,87,3.65,6.3607,0.1401,526,636
Morningside (Auckland),Apartment,3,9,6,15,696,650,698,750,52,9.21,6.5424,0.0751,660,730
Morningside (Auckland),Flat,1,15,3,78,452,410,435,460,178,3.79,6.0231,0.5072,293,581
Morningside (Auckland),Flat,2,24,21,114,591,551,575,600,115,3.4,6.3686,0.1607,523,650
Morningside (Auckland),House,1,12,6,24,581,453,565,686,158,3.77,6.3314,0.2722,468,675
Morningside (Auckland),House,2,21,27,57,605,540,600,670,202,3.49,6.3228,0.4938,399,777
Morningside (Auckland),House,3,27,24,81,789,690,750,875,198,3.8,6.6396,0.2601,642,911
Morningside (Auckland),House,4,15,9,39,962,850,900,1150,168,3.74,6.8551,0.1711,845,1065
Morningside (Auckland),House,5+,6,9,15,1183,1048,1190,1325,205,3.49,7.0639,0.1762,1038,1317
Morningside (Auckland),House,NA,18,12,24,807,585,720,920,271,4.02,6.6441,0.3178,620,952
Mount Albert Central,Apartment,2,6,9,21,512,506,550,560,131,3.76,6.1966,0.3397,391,618
Mount Albert Central,Flat,1,6,6,21,471,431,465,495,61,3.48,6.1478,0.126,430,509
Mount Albert Central,Flat,2,42,30,84,530,425,425,548,275,3.36,6.2066,0.3129,402,613
Mount Albert Central,House,1,15,3,15,613,485,580,730,160,3.48,6.3875,0.2505,502,704
Mount Albert Central,House,2,27,30,54,696,595,665,745,173,3.98,6.5208,0.219,586,787
Mount Albert Central,House,3,27,24,51,821,705,800,898,148,3.58,6.6967,0.167,723,906
Mount Albert Central,House,4,9,6,33,1148,950,1075,1180,327,3.61,7.0165,0.2428,946,1313
Mount Albert Central,House,NA,51,15,54,608,480,570,695,168,3.71,6.3785,0.2452,499,695
Mount Albert Central,Room,NA,6,0,0,441,380,398,459,101,3.59,6.0722,0.2095,376,499
Mount Albert North,Apartment,2,15,9,36,591,555,600,610,48,3.54,6.3794,0.0802,559,622
Mount Albert North,Flat,1,9,9,30,458,440,460,475,27,3.16,6.1257,0.0586,440,476
Mount Albert North,Flat,2,27,18,96,563,515,570,595,77,3.67,6.3247,0.1279,512,608
Mount Albert North,House,1,12,6,12,711,545,578,900,246,3.87,6.5165,0.325,543,842
Mount Albert North,House,2,18,24,69,589,553,600,645,135,3.62,6.3491,0.2632,479,683
Mount Albert North,House,3,27,21,99,787,740,810,850,124,3.48,6.6532,0.1838,685,878
Mount Albert North,House,4,12,15,42,786,750,775,850,86,3.8,6.6617,0.1078,727,841
Mount Albert North,House,NA,18,21,18,669,610,650,748,118,3.77,6.4904,0.1847,582,746
Mount Albert West,Apartment,2,6,12,12,557,506,553,595,64,3.82,6.3165,0.1141,513,598
Mount Albert West,Apartment,NA,6,0,9,574,553,563,608,33,4,6.3507,0.0577,551,596
Mount Albert West,Boarding House,1,9,0,9,191,150,150,150,96,2.5,5.1774,0.3717,138,228
Mount Albert West,Boarding House,NA,24,12,18,204,145,183,253,64,2.76,5.2728,0.3039,159,239
Mount Albert West,Flat,1,18,15,27,460,450,450,504,52,3.95,6.1248,0.1187,422,495
Mount Albert West,Flat,2,18,9,54,560,548,550,590,41,3.86,6.3255,0.0725,532,587
Mount Albert West,House,1,12,9,15,538,494,513,563,90,3.77,6.2756,0.1609,477,592
Mount Albert West,House,2,12,18,36,580,550,570,595,80,3.5,6.3549,0.1349,525,630
Mount Albert West,House,3,18,24,63,777,708,750,836,114,3.85,6.6452,0.147,696,849
Mount Albert West,House,4,12,6,27,829,805,830,858,96,3.99,6.7138,0.1217,759,894
Mount Albert West,House,NA,12,9,24,676,596,673,750,188,3.59,6.4753,0.3122,526,801
Narrow Neck,Flat,1,6,3,18,583,440,480,675,220,3.61,6.3148,0.3389,440,695
Narrow Neck,Flat,2,6,3,33,644,566,570,593,175,3.41,6.4435,0.2287,539,733
Narrow Neck,House,1,6,6,9,780,465,685,1000,404,5.67,6.5586,0.5164,498,999
Narrow Neck,House,2,15,18,48,684,600,625,765,115,3.76,6.5151,0.1604,606,752
Narrow Neck,House,3,33,30,93,824,750,800,895,127,3.69,6.7029,0.1509,736,902
Narrow Neck,House,4,9,9,30,1099,970,1100,1100,291,3.92,6.9767,0.2254,920,1247
Narrow Neck,House,NA,9,3,18,1066,655,1200,1375,449,4,6.8874,0.4367,730,1315
New Lynn Central,Apartment,1,6,6,24,470,453,470,480,31,4,6.1509,0.0653,449,490
New Lynn Central,Apartment,2,9,9,39,548,535,560,580,77,4,6.2952,0.1603,486,604
New Lynn Central,Flat,2,6,0,9,540,460,500,600,144,3.93,6.2686,0.2597,443,629
New Lynn Central,House,NA,15,9,21,547,485,530,590,86,4,6.2944,0.1485,490,599
New Lynn North,Flat,2,15,3,63,540,490,520,550,121,3.74,6.2745,0.1842,469,601
New Lynn North,House,1,15,0,24,529,400,500,620,128,3.64,6.2424,0.2424,437,605
New Lynn North,House,2,30,33,93,526,476,560,600,112,3.93,6.2282,0.3219,408,630
New Lynn North,House,3,42,36,150,636,600,650,675,62,3.91,6.4504,0.0998,592,677
New Lynn North,House,4,9,9,36,742,630,750,799,114,4,6.5985,0.1508,663,813
New Lynn North,House,NA,33,18,42,517,400,430,635,170,3.42,6.2024,0.2936,405,602
New Lynn North West,Boarding House,NA,12,6,12,340,340,340,340,,4,5.8289,0,340,340
New Lynn North West,Flat,1,6,3,15,370,323,365,413,68,4,5.9009,0.1833,323,413
New Lynn North West,Flat,2,6,6,30,495,514,525,543,179,3.87,6.0804,0.6578,281,681
New Lynn North West,House,1,18,6,24,519,438,535,650,185,4.15,6.1513,0.5367,327,674
New Lynn North West,House,2,24,33,72,567,523,563,599,70,3.9,6.3322,0.126,517,612
New Lynn North West,House,3,36,39,144,601,590,650,680,164,3.93,6.3299,0.4534,413,762
New Lynn North West,House,4,6,15,48,705,686,708,743,66,4,6.5542,0.0966,658,749
New Lynn North West,House,NA,27,12,36,564,540,580,610,193,3.94,6.2365,0.5448,354,738
New Lynn Seabrook,Flat,1,6,3,27,459,399,443,500,84,4,6.1148,0.1746,402,509
New Lynn Seabrook,Flat,2,6,3,54,533,520,550,564,82,3.84,6.2663,0.1768,467,593
New Lynn Seabrook,House,1,12,0,18,539,453,555,643,118,3.84,6.2637,0.2417,446,618
New Lynn Seabrook,House,2,9,18,60,542,475,560,575,100,3.73,6.2798,0.1824,472,604
New Lynn Seabrook,House,3,36,39,129,649,612,655,690,68,3.97,6.4691,0.1168,596,698
New Lynn Seabrook,House,NA,12,9,30,629,608,683,713,179,4,6.3779,0.4406,437,792
Oratia,House,2,6,0,12,558,545,550,563,30,3.02,6.3224,0.0527,537,577
Ponsonby East,Apartment,1,21,18,51,580,555,580,598,50,3.48,6.3591,0.0847,546,612
Ponsonby East,Apartment,2,12,9,30,740,650,700,900,171,3.72,6.5788,0.2592,604,857
Ponsonby East,Flat,1,9,3,27,541,520,550,560,65,4,6.2867,0.1265,493,585
Ponsonby East,Flat,2,9,3,21,681,650,750,795,239,3.9,6.3841,0.7168,365,961
Ponsonby East,House,1,18,9,24,849,575,780,1009,374,3.8,6.6579,0.4241,585,1037
Ponsonby East,House,2,6,15,36,963,750,805,963,422,3.1,6.8096,0.3404,721,1140
Ponsonby East,House,3,45,39,129,1093,908,1075,1200,240,3.93,6.9737,0.2165,923,1236
Ponsonby East,House,4,15,12,48,1241,1000,1095,1250,518,3.49,7.0406,0.4432,847,1540
Ponsonby East,House,NA,12,6,15,1055,705,925,1336,511,3.9,6.8654,0.4547,705,1303
Ponsonby West,Flat,2,6,3,18,956,669,775,1063,508,4,6.7723,0.4719,635,1201
Ponsonby West,House,1,6,3,9,765,550,570,598,508,3.6,6.5178,0.4833,489,938
Ponsonby West,House,3,18,21,48,1113,900,993,1244,297,4,6.9849,0.2436,917,1273
Ponsonby West,House,4,12,12,33,1310,1100,1200,1485,283,3.67,7.1585,0.1972,1125,1468
