area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Aka Aka,House,1,6,0,3,578,475,610,678,133,4.39,6.3365,0.2425,480,665
Aka Aka,House,3,9,6,42,577,460,600,650,111,3.66,6.3416,0.1942,498,647
Akoranga,House,1,6,0,6,780,758,775,798,54,4.46,6.6575,0.0682,744,815
Akoranga,House,2,6,6,9,533,460,530,603,84,4,6.2682,0.1583,474,587
Akoranga,House,4,6,0,12,880,880,880,880,,4.5,6.7799,0,880,880
Albany Central,Apartment,1,33,36,84,519,430,580,600,133,3.81,6.199,0.3833,380,637
Albany Central,Apartment,2,36,45,96,693,650,690,750,70,3.91,6.5359,0.1021,644,739
Albany Central,Apartment,3,12,15,21,832,753,865,890,84,3.6,6.7191,0.1039,772,888
Albany Central,House,1,60,3,63,615,573,635,680,130,4.01,6.3955,0.241,509,705
Albany Central,House,NA,27,30,69,650,598,630,680,72,3.96,6.4714,0.1068,601,695
Albany Heights,Apartment,2,6,9,12,586,564,593,611,44,3.89,6.3702,0.0755,555,615
Albany Heights,Apartment,NA,6,6,6,435,435,450,450,30,2.23,6.0735,0.0716,414,456
Albany Heights,House,1,39,3,42,777,650,750,850,268,4.21,6.5895,0.3912,559,947
Albany Heights,House,2,6,9,18,581,530,560,624,90,3.66,6.3538,0.1529,518,637
Albany Heights,House,3,36,36,96,717,685,715,763,99,3.78,6.5651,0.1435,644,782
Albany Heights,House,4,24,18,66,900,799,850,888,217,4.13,6.7828,0.1825,780,998
Albany Heights,House,5+,9,6,36,1118,988,1100,1200,169,4.22,7.0089,0.15,1000,1224
Albany Heights,House,NA,21,27,60,780,685,730,845,200,4.08,6.6321,0.2311,650,887
Albany Heights,Room,1,15,3,12,393,250,485,485,118,3.67,5.9259,0.3335,299,469
Albany Heights,Room,NA,33,33,33,257,245,245,250,48,2.89,5.5387,0.1452,231,281
Albany South,Apartment,2,9,15,24,584,530,560,625,66,4,6.3638,0.1106,539,625
Albany South,House,1,33,6,39,719,530,795,850,204,4.26,6.5327,0.3193,554,852
Albany South,House,2,6,9,15,655,573,610,693,135,3.76,6.4699,0.194,566,736
Albany South,House,3,12,15,96,733,699,755,805,183,4.03,6.5486,0.3788,541,902
Albany South,House,4,24,30,96,847,843,893,944,214,4.24,6.6878,0.3929,616,1046
Albany South,House,NA,6,6,18,866,616,858,1148,308,3.9,6.7069,0.3756,635,1054
Albany West,House,1,12,0,12,866,798,873,938,167,4.26,6.7461,0.198,744,972
Albany West,House,2,6,6,21,560,543,550,565,32,4,6.3266,0.056,539,581
Albany West,House,3,12,15,39,753,728,770,780,48,4.1,6.6215,0.0659,718,785
Albany West,House,4,21,21,69,921,845,950,975,130,3.86,6.8163,0.1363,832,1000
Albany West,House,5,6,15,12,761,729,745,774,49,3.92,6.6332,0.0622,729,792
Albany West,House,5+,9,6,21,1164,980,1000,1180,346,3.77,7.0282,0.2545,950,1339
Alfriston,House,1,45,0,45,558,380,520,693,256,4.06,6.2293,0.4523,374,688
Alfriston,House,2,9,6,24,420,237,500,570,196,3.61,5.9161,0.5506,256,538
Alfriston,House,3,18,12,66,697,650,735,765,96,3.82,6.5356,0.1652,617,770
Alfriston,House,4,15,12,69,796,780,795,810,36,4.07,6.6791,0.0447,772,820
Alfriston,House,NA,30,27,45,596,380,550,750,283,3.75,6.304,0.4047,416,718
Algies Bay-Scotts Landing,House,1,6,0,9,638,601,665,688,64,4,6.4544,0.105,592,682
Anselmi Ridge,House,1,15,3,12,710,670,705,750,93,4.56,6.5581,0.1294,646,769
Anselmi Ridge,House,3,27,9,45,633,620,635,670,85,3.88,6.4406,0.145,568,691
Anselmi Ridge,House,4,12,15,39,775,720,740,809,82,4,6.6479,0.1008,720,825
Anselmi Ridge,House,NA,33,9,57,712,650,660,810,88,4.05,6.5603,0.1208,651,766
Anzac Avenue,Apartment,1,240,171,450,465,400,450,525,79,3.9,6.1276,0.1702,409,514
Anzac Avenue,Apartment,2,129,150,303,627,550,600,720,150,3.89,6.4063,0.2838,500,733
Anzac Avenue,Apartment,3,6,6,15,913,760,850,873,293,4,6.782,0.2761,732,1062
Anzac Avenue,Apartment,5,18,15,15,321,310,310,310,37,1.4,5.7654,0.1007,298,341
Anzac Avenue,Apartment,NA,12,18,15,547,440,515,618,243,3.97,6.1507,0.7097,291,757
Anzac Avenue,Flat,1,9,15,30,432,270,400,475,197,3.56,5.9863,0.4127,301,526
Anzac Avenue,Flat,2,6,3,18,605,583,620,643,54,4,6.4021,0.0928,567,642
Anzac Avenue,House,1,204,21,219,528,420,500,563,156,4.03,6.2318,0.2793,421,614
Anzac Avenue,House,2,12,12,18,584,514,550,779,295,4,6.1594,0.8096,274,817
Anzac Avenue,House,NA,63,60,99,526,419,550,560,124,3.94,6.2385,0.2285,439,597
Anzac Avenue,Room,1,12,6,21,387,370,370,370,87,3.87,5.9365,0.2112,328,437
Aorere Central,House,1,9,0,12,652,570,680,750,214,4,6.4116,0.4336,454,816
Aorere Central,House,3,12,12,54,682,646,670,699,58,3.89,6.5219,0.0821,643,719
Aorere Central,House,4,6,3,24,770,725,745,773,89,3.84,6.6413,0.1083,712,824
Aorere Central,House,NA,6,6,15,466,378,485,573,235,4,6.0109,0.6481,263,631
Aorere North,House,1,9,3,12,644,628,650,650,51,3.91,6.4643,0.0787,609,677
Aorere North,House,3,6,3,39,649,580,665,713,89,3.34,6.4664,0.1426,584,708
Aorere North,House,4,6,3,15,793,736,773,829,100,4,6.6694,0.1235,725,856
Aorere South,House,1,39,3,45,516,450,550,695,235,3.86,6.0543,0.7467,257,705
Aorere South,House,2,15,15,54,584,560,580,600,42,3.34,6.3676,0.0688,556,610
Aorere South,House,3,45,39,180,681,650,700,750,102,3.97,6.5068,0.2141,580,774
Aorere South,House,4,12,9,39,758,743,750,780,76,4.06,6.6258,0.1083,701,811
Aorere South,House,NA,12,9,27,681,640,650,710,66,3.62,6.519,0.0927,637,722
Ararimu,House,NA,6,0,6,869,669,800,1000,317,4,6.7195,0.352,653,1050
Ardmore,House,4,6,3,24,684,668,760,776,177,3.72,6.4963,0.3049,540,814
Army Bay,House,1,6,0,9,711,608,780,784,175,4.29,6.538,0.2697,576,829
Army Bay,House,2,9,6,24,566,520,590,600,52,3.46,6.3344,0.0938,529,600
Army Bay,House,3,6,6,33,683,650,655,716,53,3.33,6.5246,0.0755,648,717
Army Bay,House,4,6,6,24,737,735,775,800,109,3.91,6.5914,0.1712,649,818
Army Bay,House,NA,6,3,12,756,675,773,854,238,4,6.5862,0.3466,574,916
Auckland-University,Apartment,1,726,36,738,476,442,466,496,47,4,6.1606,0.1116,439,511
Auckland-University,House,1,9,3,12,442,385,425,450,79,3.96,6.079,0.1636,391,488
Avondale Central (Auckland),Apartment,1,57,6,60,498,490,505,510,18,4,6.209,0.0369,485,510
Avondale Central (Auckland),Apartment,2,24,15,42,601,576,618,644,61,3.75,6.3927,0.1085,555,643
Avondale Central (Auckland),Flat,1,6,6,21,719,394,490,815,542,2.41,6.402,0.6456,390,932
Avondale Central (Auckland),House,1,66,9,72,582,523,600,640,150,3.99,6.3122,0.3939,423,719
Avondale Central (Auckland),House,2,15,18,78,561,575,620,650,171,3.59,6.2297,0.5762,344,749
Avondale Central (Auckland),House,3,36,33,105,681,630,670,785,106,4.04,6.5103,0.1735,598,755
Avondale Central (Auckland),House,4,9,6,27,816,790,820,840,30,4,6.7035,0.0368,795,836
Avondale Central (Auckland),House,NA,33,33,96,612,568,595,643,106,3.85,6.4038,0.1637,541,675
Avondale Central (Auckland),Room,1,6,3,24,438,418,425,455,34,2.26,6.0786,0.0752,415,459
Avondale North (Auckland),Apartment,2,9,0,21,549,520,540,570,97,3.8,6.2944,0.1732,482,609
Avondale North (Auckland),Flat,1,6,3,36,564,504,525,585,129,4,6.3168,0.2133,480,639
Avondale North (Auckland),Flat,2,6,12,30,473,443,450,469,93,3.81,6.1454,0.1811,413,527
Avondale North (Auckland),House,1,39,3,42,621,515,600,720,153,4.23,6.3968,0.2817,496,725
Avondale North (Auckland),House,2,21,24,87,589,580,600,650,127,4,6.3243,0.428,418,745
Avondale North (Auckland),House,3,48,51,198,700,650,690,760,117,3.83,6.5318,0.2261,590,800
Avondale North (Auckland),House,4,15,18,57,745,690,780,820,201,4,6.5612,0.3762,549,911
Avondale North (Auckland),House,5+,6,3,12,808,568,910,1035,278,3.38,6.6359,0.393,585,993
Avondale North (Auckland),House,NA,15,15,51,690,605,693,770,207,3.88,6.4673,0.455,474,875
Avondale North (Auckland),Room,NA,6,3,6,369,314,375,430,130,2.03,5.859,0.3875,270,455
Avondale Rosebank,House,1,24,6,33,612,538,655,753,196,4.19,6.325,0.527,391,797
Avondale Rosebank,House,2,12,15,45,563,528,560,600,57,3.98,6.3291,0.0998,524,600
Avondale Rosebank,House,3,27,30,153,701,668,690,730,74,3.98,6.548,0.1024,651,748
Avondale Rosebank,House,4,15,9,39,677,620,750,810,195,3.87,6.4692,0.3439,511,813
Avondale Rosebank,House,NA,18,12,36,678,650,670,700,105,4.05,6.5093,0.1445,609,740
Avondale South (Auckland),Apartment,2,6,6,9,491,481,493,503,18,4,6.1965,0.0357,479,503
Avondale South (Auckland),Flat,2,9,3,33,557,500,550,575,72,3.89,6.3161,0.1227,509,601
Avondale South (Auckland),House,1,42,6,54,690,640,750,750,155,4.18,6.5035,0.2848,551,809
Avondale South (Auckland),House,2,24,21,60,617,556,615,660,85,3.69,6.4152,0.1373,557,670
Avondale South (Auckland),House,3,42,42,159,646,595,650,698,80,3.81,6.4637,0.1281,588,699
Avondale South (Auckland),House,4,18,9,66,826,785,848,869,61,3.83,6.7137,0.0768,782,867
Avondale South (Auckland),House,NA,18,12,60,573,539,600,658,175,3.87,6.2754,0.4625,389,726
Avondale South (Auckland),Room,NA,18,6,15,355,300,360,435,94,2.32,5.8326,0.3102,277,421
Avondale West (Auckland),House,1,21,0,24,624,583,660,755,208,4.03,6.3312,0.5729,382,827
Avondale West (Auckland),House,2,15,12,42,585,533,600,625,54,3.87,6.3682,0.093,548,621
Avondale West (Auckland),House,3,27,27,156,691,645,675,750,126,3.8,6.5206,0.2004,593,777
Avondale West (Auckland),House,4,9,15,51,800,778,800,850,49,4.18,6.6835,0.0619,766,833
Avondale West (Auckland),House,NA,15,3,33,772,675,795,850,135,4,6.6344,0.1744,676,856
Awaruku,Flat,1,9,9,15,407,390,410,430,53,3.89,6.0013,0.1373,368,443
Awaruku,House,1,18,6,18,709,578,715,820,190,4.72,6.5297,0.2748,569,825
Awaruku,House,2,15,12,30,589,580,590,620,57,3.87,6.3743,0.1002,548,628
Awaruku,House,3,30,30,111,828,679,750,815,373,3.61,6.6655,0.2869,647,952
Awaruku,House,4,24,33,87,841,796,850,899,154,4.05,6.7054,0.2868,673,991
Awaruku,House,5+,12,6,21,947,868,945,995,105,3.42,6.8477,0.1115,873,1015
Awaruku,House,NA,6,6,24,680,550,745,820,184,4,6.4868,0.302,535,805
Awhitu,House,2,12,3,24,489,458,478,528,48,3.49,6.1874,0.0993,455,520
Awhitu,House,3,9,9,45,547,490,550,600,93,3.71,6.2907,0.1729,480,606
Balmoral,Apartment,1,6,3,9,518,490,490,498,65,3.37,6.2449,0.114,477,557
Balmoral,Apartment,2,15,3,30,632,530,595,770,148,3.75,6.4243,0.2235,530,717
Balmoral,Flat,1,15,18,75,514,460,530,580,69,3.95,6.2325,0.1385,464,559
Balmoral,Flat,2,9,12,45,674,530,580,615,324,3.86,6.443,0.3685,490,806
Balmoral,House,1,33,0,39,645,433,600,793,298,4.08,6.3551,0.5247,404,820
Balmoral,House,2,12,9,33,730,600,650,718,280,3.89,6.5464,0.2919,572,848
Balmoral,House,3,21,21,66,823,730,800,920,174,3.76,6.6922,0.2061,701,926
Balmoral,House,4,9,12,39,1003,930,960,1050,194,3.63,6.8953,0.1784,876,1114
Balmoral,House,NA,6,6,18,898,823,910,985,111,3.72,6.7938,0.1254,820,971
Baverstock,Flat,1,6,3,3,695,433,450,713,538,3.93,6.368,0.6352,380,895
Baverstock,House,1,12,3,9,827,775,835,905,114,4,6.7079,0.1473,741,904
Baverstock,House,3,9,9,18,784,745,750,765,87,4,6.6601,0.1019,729,836
Baverstock,House,4,18,24,105,948,800,823,841,578,3.46,6.7789,0.3203,708,1091
Baverstock,House,5+,18,12,51,894,895,935,954,179,3.82,6.7625,0.31,702,1066
Baverstock,House,NA,6,6,24,938,933,945,950,19,4,6.8431,0.0204,925,950
Bayswater,Flat,2,6,3,12,569,558,613,624,114,3.65,6.3259,0.2247,480,650
Bayswater,House,1,9,3,15,783,565,650,828,326,4.45,6.5984,0.3568,577,934
Bayswater,House,2,6,9,18,642,635,650,710,110,2.99,6.4499,0.1912,556,720
Bayswater,House,3,9,9,54,933,760,850,880,279,3.71,6.8072,0.2517,763,1072
Bayswater,House,4,12,9,36,993,858,1050,1238,449,3.95,6.7573,0.6382,559,1323
Bayswater,House,NA,6,9,18,768,658,765,875,130,4,6.6322,0.1708,677,852
Bayview East,Flat,2,9,9,18,571,545,550,588,57,3.6,6.3428,0.0965,533,607
Bayview East,House,1,27,6,33,652,583,650,720,145,4.02,6.4549,0.2351,543,745
Bayview East,House,2,12,12,30,612,580,600,626,110,3.59,6.4029,0.1736,537,679
Bayview East,House,3,27,36,159,691,690,700,720,137,3.94,6.4832,0.4534,482,888
Bayview East,House,4,6,15,39,833,681,875,938,314,4.02,6.6542,0.4319,580,1038
Bayview East,House,NA,15,3,30,697,635,665,730,101,4.06,6.5375,0.1338,631,756
Bayview South,House,1,21,3,18,653,605,650,690,124,4.26,6.4646,0.1888,565,729
Bayview South,House,2,18,12,36,624,614,620,646,24,4.24,6.435,0.0391,607,640
Bayview South,House,3,27,30,108,697,650,700,710,59,3.82,6.5432,0.0799,658,733
Bayview West,House,1,9,3,12,690,655,680,710,53,4.35,6.5348,0.0746,655,724
Bayview West,House,2,9,9,18,546,520,560,610,108,4.37,6.2796,0.2383,454,627
Bayview West,House,3,12,12,69,666,650,675,711,84,4,6.4931,0.1411,601,727
Bayview West,House,4,6,6,21,830,810,840,860,59,4.23,6.7195,0.0723,789,870
Bayview West,House,NA,6,3,12,835,673,753,1031,208,4,6.7011,0.2431,690,958
Beach Haven East,House,1,18,0,21,661,580,640,713,116,4.23,6.4785,0.1748,579,732
Beach Haven East,House,2,6,9,42,611,590,610,626,72,4.25,6.4084,0.1176,561,657
Beach Haven East,House,3,33,33,126,689,660,690,745,54,4.13,6.5322,0.0811,650,726
Beach Haven East,House,4,15,9,45,733,723,775,798,160,3.92,6.5548,0.357,552,894
Beach Haven East,House,NA,24,9,36,690,640,695,720,60,3.93,6.5327,0.0874,648,729
Beach Haven South,Flat,2,6,0,18,536,480,498,508,146,3.43,6.2581,0.2375,445,613
Beach Haven South,House,1,15,0,21,748,675,690,750,233,4.21,6.577,0.2883,591,873
Beach Haven South,House,2,12,3,48,601,580,635,650,65,3.81,6.3931,0.1162,553,646
Beach Haven South,House,3,15,9,60,691,650,695,750,90,3.88,6.5299,0.1414,623,754
Beach Haven South,House,4,15,9,30,811,745,750,820,186,3.41,6.6798,0.1851,703,902
Beach Haven West,House,1,18,6,18,631,591,605,699,108,4.25,6.4317,0.1813,550,702
Beach Haven West,House,2,15,18,54,609,585,610,620,34,4.37,6.4096,0.0551,585,631
Beach Haven West,House,3,24,36,108,688,650,700,724,68,3.69,6.529,0.1078,637,736
Beach Haven West,House,4,6,9,36,689,713,725,789,217,3.24,6.4504,0.5218,445,900
Beach Haven West,House,NA,6,9,21,682,620,668,723,77,4,6.5193,0.1112,629,731
Belmont (Auckland),House,1,27,0,33,789,600,760,940,252,4.13,6.619,0.3366,597,940
Belmont (Auckland),House,2,9,15,42,662,593,650,720,148,3.91,6.4721,0.2264,555,754
Belmont (Auckland),House,3,21,18,87,874,795,850,885,141,3.98,6.7616,0.1531,779,958
Belmont (Auckland),House,4,12,9,54,1068,950,1038,1094,161,3.86,6.9643,0.1389,964,1162
Belmont (Auckland),House,NA,6,3,21,787,728,770,873,108,4,6.6599,0.1378,711,856
Birkdale North,Apartment,2,9,3,15,568,533,560,600,48,4,6.3385,0.0837,535,599
Birkdale North,Flat,1,6,6,12,428,418,425,435,17,3.47,6.0574,0.0397,416,439
Birkdale North,Flat,3,6,0,15,673,603,733,745,97,4,6.502,0.1535,601,739
Birkdale North,House,1,30,3,39,649,619,650,658,87,4.3,6.4674,0.1298,590,703
Birkdale North,House,2,21,24,63,578,555,580,625,60,3.96,6.3549,0.1087,535,619
Birkdale North,House,3,60,54,189,701,670,700,750,96,4.09,6.5414,0.1611,622,773
Birkdale North,House,4,9,12,45,812,715,775,865,128,4.27,6.6895,0.1479,728,888
Birkdale North,House,NA,9,18,36,694,660,690,710,52,3.74,6.5395,0.0736,658,727
Birkdale South,Apartment,2,9,9,27,594,580,610,620,41,3.58,6.384,0.0722,564,622
Birkdale South,Flat,3,6,0,15,662,650,650,680,34,3.57,6.4942,0.0514,639,685
Birkdale South,House,1,42,3,48,666,615,670,720,129,4.17,6.4826,0.2022,570,749
Birkdale South,House,2,9,12,51,623,595,600,633,98,4.13,6.424,0.1534,556,684
Birkdale South,House,3,39,57,204,673,625,680,725,79,3.86,6.5044,0.1211,616,725
Birkdale South,House,4,9,6,39,814,780,800,850,44,4.39,6.7012,0.0537,784,843
Birkdale South,House,NA,9,6,21,769,725,775,790,104,3.98,6.6378,0.1332,698,835
Birkenhead North,Boarding House,NA,9,0,6,238,198,250,250,59,2.9,5.4471,0.2362,198,272
Birkenhead North,Flat,2,6,9,30,535,513,555,568,61,3.48,6.2765,0.1201,491,577
Birkenhead North,House,1,18,3,24,739,599,735,798,197,4.04,6.5726,0.2623,599,854
Birkenhead North,House,2,12,15,42,623,566,650,675,75,3.93,6.4279,0.1232,570,672
Birkenhead North,House,3,24,21,99,861,758,825,888,210,4.27,6.7347,0.2091,730,968
Birkenhead North,House,4,9,12,39,806,818,850,880,139,3.85,6.6763,0.2076,690,913
Birkenhead North,House,NA,12,12,24,664,550,598,800,164,3.69,6.4709,0.2414,549,760
Birkenhead South,Apartment,1,6,9,18,540,481,515,609,84,4,6.2818,0.1523,483,593
Birkenhead South,Apartment,2,21,24,45,648,598,650,680,125,3.65,6.4522,0.2343,541,743
Birkenhead South,Flat,1,6,6,27,496,469,488,515,58,3.32,6.202,0.1156,457,534
Birkenhead South,Flat,2,6,6,15,636,574,650,713,113,3.51,6.4432,0.1844,555,712
Birkenhead South,House,1,36,0,39,727,595,650,853,204,3.9,6.5553,0.2549,592,835
Birkenhead South,House,2,6,12,27,681,599,650,734,112,3.89,6.5127,0.1579,606,749
Birkenhead South,House,3,9,12,36,868,825,850,990,187,3.47,6.7423,0.2395,721,996
Birkenhead South,House,4,9,9,27,1320,1250,1250,1290,271,4,7.1695,0.1817,1149,1469
Birkenhead South,House,NA,12,6,15,978,605,775,1035,554,3.82,6.7653,0.4954,621,1211
Birkenhead West,Apartment,2,9,9,18,601,560,580,620,65,3.34,6.3945,0.1041,558,642
Birkenhead West,House,1,36,0,42,691,558,693,791,163,4.13,6.5102,0.2441,570,792
Birkenhead West,House,2,15,18,60,602,550,610,628,65,3.9,6.3948,0.1079,557,644
Birkenhead West,House,3,30,39,117,728,665,705,750,92,3.78,6.5825,0.1191,667,783
Birkenhead West,House,4,12,15,57,689,535,785,878,265,3.58,6.4406,0.4912,450,873
Birkenhead West,House,NA,18,12,27,772,638,773,815,230,4.1,6.6083,0.2964,607,905
Blockhouse Bay East,House,1,42,3,45,415,92,460,723,319,4.02,5.6093,0.9964,139,535
Blockhouse Bay East,House,2,6,6,15,556,539,565,583,38,4,6.3194,0.0699,530,582
Blockhouse Bay East,House,3,15,18,60,721,699,730,750,51,3.82,6.5775,0.0725,684,755
Blockhouse Bay East,House,4,12,12,45,822,784,810,850,77,3.96,6.708,0.0915,770,871
Blockhouse Bay East,House,NA,9,15,24,834,726,850,958,247,4,6.6821,0.3351,637,1000
Blockhouse Bay North,House,1,15,0,18,709,650,725,790,150,4.13,6.5432,0.2142,601,802
Blockhouse Bay North,House,2,9,6,39,578,560,580,599,36,4,6.3577,0.0645,552,603
Blockhouse Bay North,House,3,30,36,150,706,660,710,750,57,3.9,6.556,0.0822,666,744
Blockhouse Bay North,House,4,18,12,51,755,718,820,853,184,4.06,6.5788,0.3722,560,925
Blockhouse Bay North,House,5+,6,3,15,1606,1071,1170,1235,1177,2.75,7.2356,0.525,974,1978
Blockhouse Bay North,House,NA,12,12,33,671,650,655,693,94,4,6.4993,0.1393,605,730
Blockhouse Bay North East,House,1,27,0,33,674,630,680,700,86,4.04,6.5052,0.1349,610,732
Blockhouse Bay North East,House,2,6,3,15,775,675,800,869,107,3.38,6.6446,0.1418,699,846
Blockhouse Bay North East,House,3,24,30,111,690,664,693,724,45,3.69,6.5344,0.0657,659,720
Blockhouse Bay North East,House,4,6,3,30,800,783,793,825,37,4,6.6837,0.0458,775,824
Blockhouse Bay South,House,1,36,3,45,721,636,720,835,194,4.09,6.542,0.2914,570,844
Blockhouse Bay South,House,2,15,15,45,574,565,580,613,55,3.57,6.3475,0.1013,533,611
Blockhouse Bay South,House,3,33,27,150,701,660,700,750,64,3.85,6.5491,0.0904,657,743
Blockhouse Bay South,House,4,18,18,57,754,700,790,853,152,3.67,6.5957,0.2797,606,884
Blockhouse Bay South,House,NA,15,15,51,803,670,800,850,154,3.92,6.6717,0.1849,697,895
Bombay Hills,House,1,9,3,6,811,725,900,925,242,4.55,6.6495,0.363,605,987
Bombay Hills,House,NA,6,6,12,624,450,575,749,216,4,6.3916,0.3411,474,751
Botany Downs East,Flat,2,6,3,9,613,520,550,675,164,3.81,6.3963,0.2563,504,713
Botany Downs East,House,1,24,0,24,766,688,750,813,111,4.23,6.6317,0.1428,689,835
Botany Downs East,House,3,27,33,93,705,670,720,750,56,3.86,6.5556,0.0807,666,743
Botany Downs East,House,4,12,21,39,790,773,798,845,79,4.08,6.6661,0.113,728,848
Botany Downs East,House,NA,6,12,21,687,515,840,850,260,4,6.452,0.4694,462,870
Botany Downs West,House,1,15,0,18,725,695,700,750,53,4.07,6.5837,0.0713,689,759
Botany Downs West,House,3,27,33,108,709,686,720,735,48,3.89,6.5621,0.0692,675,742
Botany Downs West,House,4,6,9,39,831,799,825,860,39,4.48,6.7212,0.0462,804,856
Botany Downs West,House,NA,6,9,21,808,600,790,998,241,4,6.6595,0.3045,635,958
Botany East,House,1,9,0,9,923,795,920,975,172,4.39,6.8137,0.1762,808,1025
Botany East,House,2,6,3,9,626,558,605,674,91,4,6.4321,0.1422,565,684
Botany East,House,3,12,24,48,758,753,760,798,64,3.97,6.6271,0.0957,708,806
Botany East,House,4,9,12,33,856,830,860,885,39,3.66,6.7518,0.0454,830,882
Botany North,House,1,6,3,6,1158,1025,1150,1283,194,4.27,7.0434,0.1682,1022,1283
Botany North,House,4,15,9,42,898,860,890,950,44,3.94,6.7992,0.0487,868,927
Botany North,House,5+,15,9,36,1088,900,950,1200,242,4,6.9709,0.2084,926,1226
Botany South,House,1,24,6,30,738,605,765,866,160,4.51,6.5803,0.2291,618,841
Botany South,House,2,12,6,33,648,600,605,643,105,3.99,6.4641,0.1464,581,708
Botany South,House,3,18,15,84,751,730,755,783,44,3.83,6.6197,0.0596,720,780
Botany South,House,4,27,24,84,848,808,830,870,101,3.79,6.7372,0.1056,785,905
Browns Bay Central,Apartment,2,21,21,60,646,573,660,720,79,3.57,6.463,0.124,590,697
Browns Bay Central,Apartment,3,6,3,9,894,816,848,925,180,4,6.7813,0.1909,775,1002
Browns Bay Central,House,1,24,9,33,682,553,595,920,200,4.12,6.4846,0.2879,539,795
Browns Bay Central,House,2,18,18,57,610,560,600,653,60,3.83,6.4083,0.0994,568,649
Browns Bay Central,House,3,15,21,45,733,721,755,780,101,3.97,6.5875,0.1477,657,802
Browns Bay Central,House,4,15,12,33,864,785,875,895,151,3.62,6.748,0.1691,760,955
Browns Bay Central,House,NA,6,12,24,704,651,730,745,108,4,6.5468,0.1588,626,776
Browns Bay South East,House,1,18,3,24,791,670,815,850,186,4.13,6.6451,0.2499,650,910
Browns Bay South East,House,2,9,9,36,565,530,590,605,148,3.7,6.2915,0.3561,425,687
Browns Bay South East,House,3,21,21,78,753,690,750,800,154,3.39,6.6049,0.2008,645,846
Browns Bay South East,House,4,12,15,66,910,893,925,980,114,3.59,6.8055,0.1341,825,988
Browns Bay South East,House,5+,12,6,33,860,813,850,945,223,3.3,6.7235,0.2809,688,1005
Browns Bay South West,House,1,27,0,33,771,715,790,850,132,4.31,6.6313,0.1884,668,861
Browns Bay South West,House,2,9,9,30,665,603,660,745,110,3.88,6.4875,0.1719,585,738
Browns Bay South West,House,3,54,54,153,790,730,800,850,123,3.75,6.6534,0.2222,667,901
Browns Bay South West,House,4,21,21,75,815,775,865,910,188,4.03,6.672,0.2702,658,948
Browns Bay South West,House,5+,9,9,27,1046,975,1100,1225,293,3.98,6.8838,0.4659,713,1337
Browns Bay South West,House,NA,6,12,27,918,813,900,976,158,4,6.8098,0.1671,810,1015
Buckland,House,2,6,3,6,518,480,495,533,57,3.81,6.2447,0.1054,480,553
Buckland,House,3,6,3,18,577,550,550,625,59,3.36,6.353,0.1004,537,614
Bucklands Beach Central,House,1,12,0,15,870,743,890,1011,279,4.66,6.7135,0.3657,643,1054
Bucklands Beach Central,House,2,15,9,30,595,550,600,650,66,3.93,6.3832,0.1152,548,640
Bucklands Beach Central,House,3,9,12,66,753,700,720,860,108,3.82,6.6148,0.145,677,823
Bucklands Beach Central,House,4,9,15,33,907,870,870,930,93,4,6.806,0.0985,845,965
Bucklands Beach Central,House,5+,6,3,12,1083,1050,1150,1150,115,3.32,6.9838,0.1103,1002,1162
Bucklands Beach North,House,1,21,3,21,764,575,790,960,290,4.65,6.5544,0.4523,518,953
Bucklands Beach North,House,2,6,6,24,669,640,680,709,113,4,6.4941,0.1763,587,745
Bucklands Beach North,House,3,9,15,45,784,730,790,800,183,3.64,6.6392,0.2419,649,900
Bucklands Beach North,House,4,24,15,63,1014,891,975,1100,187,4.01,6.907,0.1743,888,1124
Bucklands Beach North,House,5+,6,6,24,1052,875,918,1245,237,4.17,6.9374,0.2154,891,1191
Bucklands Beach North,House,NA,9,9,24,814,675,795,950,263,3.84,6.6518,0.3445,614,977
Bucklands Beach South,Flat,1,6,0,9,483,450,475,508,39,3.48,6.1765,0.0812,456,508
Bucklands Beach South,House,1,24,6,30,696,650,670,736,144,4.27,6.5261,0.1965,598,779
Bucklands Beach South,House,2,24,15,81,620,590,610,650,59,3.72,6.4251,0.0941,579,658
Bucklands Beach South,House,3,60,48,198,717,680,720,750,87,3.86,6.5662,0.1469,644,785
Bucklands Beach South,House,4,39,27,99,849,800,850,930,117,4.03,6.7338,0.1446,762,926
Bucklands Beach South,House,5+,15,15,24,1004,955,990,1025,107,3.8,6.9071,0.1022,933,1071
Bucklands Beach South,House,NA,18,12,60,723,668,730,755,93,4.11,6.5757,0.1338,656,785
Burbank,House,1,33,0,33,659,570,690,750,123,3.89,6.471,0.2043,563,742
Burbank,House,2,6,6,18,578,564,578,633,74,4,6.3514,0.1348,523,628
Burbank,House,3,48,45,171,703,646,680,758,89,3.89,6.5485,0.1238,642,759
Burbank,House,5+,6,9,21,1013,925,950,1038,197,3.53,6.9071,0.183,883,1131
Burswood,House,1,9,3,9,667,650,670,750,104,4.88,6.4897,0.1755,585,741
Burswood,House,3,24,30,84,713,678,720,750,64,3.97,6.5658,0.0924,667,756
Burswood,House,4,9,3,24,809,800,810,820,17,4.42,6.6951,0.0208,797,820
Campbells Bay,House,1,15,3,15,846,670,790,980,188,4.76,6.7178,0.2199,713,959
