area,dwell,nBedrms,nLodged,nClosed,nCurr,mean,lq,med,uq,sd,brr,lmean,lsd,slq,suq
Somerville,House,4,27,24,90,858,800,845,880,82,3.94,6.7504,0.0882,805,907
Somerville,House,5+,6,9,27,914,833,940,1025,214,4.21,6.7887,0.2697,740,1065
Somerville,House,NA,9,9,24,848,763,820,870,123,4,6.7345,0.1348,768,921
South Head,House,2,6,6,12,503,450,480,559,76,3.25,6.2102,0.1496,450,551
South Head,House,3,6,6,36,736,595,685,826,192,3.08,6.5773,0.2511,607,851
South Head,House,NA,6,3,12,773,454,470,789,619,5.1,6.463,0.6511,413,994
St Lukes,Apartment,1,9,12,18,501,470,500,525,35,3.71,6.214,0.069,477,524
St Lukes,Apartment,2,33,27,99,655,645,660,670,38,3.7,6.4834,0.0595,628,681
St Lukes,Apartment,3,33,27,60,705,670,690,730,59,3.62,6.5554,0.0804,666,742
St Lukes,Flat,1,6,0,18,524,443,490,571,123,3.67,6.2416,0.2239,442,597
St Lukes,Flat,2,6,6,42,549,540,555,564,28,4,6.3067,0.0515,530,568
St Lukes,House,1,33,0,33,652,568,630,683,148,3.95,6.4611,0.1905,563,727
St Lukes,House,2,12,9,27,610,585,620,644,60,3.72,6.4089,0.1022,567,651
St Lukes,House,3,12,24,63,780,743,760,838,71,4.06,6.6555,0.0898,731,826
St Lukes,House,4,6,6,21,814,815,923,996,294,3.9,6.604,0.561,506,1077
Stanley Point,Apartment,2,6,12,24,780,670,815,920,151,3.55,6.6416,0.2058,667,880
Stanley Point,House,1,6,3,12,885,695,745,1088,334,3.86,6.7261,0.365,652,1067
Stanley Point,House,3,6,6,30,1016,966,1050,1100,111,3.75,6.9192,0.1136,937,1092
Stanley Point,House,4,6,3,12,1508,1263,1300,1413,626,4.29,7.2621,0.3451,1129,1799
Stanley Point,House,NA,6,6,6,1183,975,1150,1400,717,3.96,6.7615,1.1009,411,1815
Stanmore Bay East,House,1,24,0,33,587,495,595,650,113,4.21,6.3574,0.1959,505,658
Stanmore Bay East,House,2,30,30,60,598,573,598,643,60,3.96,6.3879,0.1001,556,636
Stanmore Bay East,House,3,24,36,120,685,643,675,698,62,3.96,6.5263,0.0862,644,724
Stanmore Bay East,House,4,6,6,27,791,746,775,820,65,3.5,6.6711,0.081,747,834
Stanmore Bay West,House,1,12,3,15,636,528,680,725,127,4.31,6.4359,0.2115,541,720
Stanmore Bay West,House,2,21,21,42,575,510,585,600,61,3.91,6.3497,0.108,532,616
Stanmore Bay West,House,3,30,39,102,680,650,680,705,41,3.98,6.5201,0.0604,652,707
Stanmore Bay West,House,4,6,3,18,1171,721,843,1293,901,2.08,6.8771,0.6788,614,1533
Stonefields East,Apartment,1,6,9,12,580,553,570,625,57,4,6.359,0.0986,540,617
Stonefields East,Apartment,2,6,9,27,740,734,758,770,47,4,6.6048,0.0656,707,772
Stonefields East,House,1,9,3,9,834,690,860,990,210,4.55,6.6967,0.2644,677,968
Stonefields East,House,2,12,9,33,697,690,725,745,172,3.86,6.5019,0.3554,524,847
Stonefields East,House,3,12,18,63,858,850,860,890,40,3.73,6.7534,0.0482,830,885
Stonefields East,House,4,21,12,57,1034,950,1000,1100,115,4.26,6.936,0.1087,956,1107
Stonefields East,House,5+,6,6,15,1225,1225,1250,1250,50,3.49,7.1101,0.0417,1190,1259
Stonefields East,House,NA,9,12,21,939,825,895,1050,197,4,6.826,0.2081,801,1060
Stonefields West,Apartment,2,6,12,21,731,728,743,750,36,4,6.5937,0.0508,706,756
Stonefields West,House,1,12,3,9,890,723,863,1045,221,3.9,6.7618,0.256,727,1027
Stonefields West,House,3,12,9,33,883,865,880,900,33,3.83,6.7821,0.0372,860,904
Stonefields West,House,4,12,21,42,989,950,965,1000,112,3.7,6.8911,0.1108,913,1060
Stonefields West,House,NA,6,6,18,1067,988,1125,1188,186,3.76,6.958,0.1907,925,1196
Summerland North,House,1,9,0,9,776,645,760,825,170,4.32,6.6354,0.1998,666,871
Summerland North,House,3,18,30,78,707,680,720,730,61,4.03,6.5573,0.0871,664,747
Summerland North,House,4,6,9,42,807,796,810,850,66,4,6.69,0.0844,760,851
Summerland North,House,NA,6,6,9,855,788,810,878,133,4,6.7426,0.1475,767,936
Summerland South,House,1,12,0,12,704,563,760,820,138,4.75,6.5374,0.2072,600,794
Summerland South,House,3,12,6,36,689,650,670,711,53,3.76,6.532,0.0738,653,722
Summerland South,House,4,12,9,69,763,745,840,850,181,4.24,6.5937,0.3563,574,929
Summerland South,House,NA,6,6,18,820,760,800,870,92,3.87,6.7041,0.1081,758,877
Sunkist Bay,Flat,1,6,6,6,363,338,365,390,51,3.1,5.8855,0.1423,327,396
Sunkist Bay,House,1,18,0,24,667,550,633,699,217,4.08,6.4636,0.2711,534,770
Sunkist Bay,House,2,18,24,63,574,520,580,616,59,3.77,6.3466,0.1052,531,613
Sunkist Bay,House,3,21,24,69,704,680,700,745,44,3.75,6.5556,0.0631,674,734
Sunkist Bay,House,4,27,21,54,890,791,850,905,167,3.94,6.7764,0.1681,783,982
Sunnyhills East,House,1,12,0,15,704,653,670,814,117,4.12,6.5422,0.1778,615,782
Sunnyhills East,House,2,12,9,39,631,605,650,650,46,3.81,6.4448,0.0752,598,662
Sunnyhills East,House,3,21,24,111,690,655,680,720,48,4.11,6.5344,0.0683,657,721
Sunnyhills East,House,4,12,9,39,827,770,850,879,83,4.21,6.7132,0.1022,768,882
Sunnyhills East,House,NA,6,3,24,719,701,725,745,72,4,6.5738,0.103,668,768
Sunnyhills West-Pakuranga North,Flat,2,6,6,18,537,491,495,551,77,4,6.2776,0.1334,487,583
Sunnyhills West-Pakuranga North,House,1,15,3,18,694,600,710,800,155,4.06,6.5164,0.2432,574,797
Sunnyhills West-Pakuranga North,House,2,15,9,39,618,550,590,620,117,3.79,6.4116,0.171,543,683
Sunnyhills West-Pakuranga North,House,3,6,21,57,713,678,713,758,66,4,6.5649,0.0954,666,757
Sunnyhills West-Pakuranga North,House,4,18,15,60,857,783,840,880,109,4.06,6.7462,0.1168,786,921
Sunnyhills West-Pakuranga North,House,5+,9,6,15,972,930,1000,1000,96,4.19,6.8752,0.0999,905,1035
Sunnyhills West-Pakuranga North,House,NA,9,12,27,660,635,650,715,111,4,6.4787,0.1751,579,733
Sunnynook North,House,1,27,0,33,735,640,680,810,140,4.15,6.583,0.1834,639,818
Sunnynook North,House,2,6,9,27,591,558,590,625,56,3.96,6.3782,0.0962,552,628
Sunnynook North,House,3,63,57,192,748,680,720,790,129,3.88,6.6038,0.1609,662,822
Sunnynook North,House,4,24,12,48,905,884,900,919,83,3.77,6.8033,0.0932,846,959
Sunnynook South,Flat,2,6,3,18,614,601,638,650,57,4,6.4161,0.0973,573,653
Sunnynook South,House,1,24,3,24,704,650,700,813,168,4.28,6.5256,0.2706,569,819
Sunnynook South,House,2,12,9,21,646,580,595,645,122,4.07,6.4571,0.1675,569,713
Sunnynook South,House,3,45,48,174,724,699,730,753,69,3.86,6.5806,0.099,674,771
Sunnynook South,House,4,12,12,39,801,776,805,868,154,3.94,6.6612,0.2555,658,928
Sunnynook South,House,NA,6,9,24,692,723,795,800,220,3.94,6.4685,0.4671,470,883
Sunnyvale East,Apartment,2,6,3,6,528,473,533,588,73,4,6.2608,0.1404,476,576
Sunnyvale East,House,1,69,6,81,469,162,550,620,235,4.05,5.9499,0.722,236,624
Sunnyvale East,House,2,36,18,114,555,535,560,595,94,3.92,6.2884,0.3121,436,664
Sunnyvale East,House,3,42,48,198,610,600,640,683,158,3.98,6.3339,0.5134,398,796
Sunnyvale East,House,4,18,24,84,653,655,693,720,158,3.94,6.4347,0.3593,489,794
Sunnyvale East,House,NA,21,9,66,522,423,530,725,256,4,6.0497,0.7838,250,719
Sunnyvale West-Parrs Park,House,1,33,3,33,459,162,580,660,256,4.08,5.8769,0.815,206,618
Sunnyvale West-Parrs Park,House,2,9,9,18,556,515,585,590,43,4,6.3176,0.0789,526,585
Sunnyvale West-Parrs Park,House,3,36,45,126,561,586,625,664,182,3.6,6.2404,0.4944,368,716
Sunnyvale West-Parrs Park,House,4,6,6,21,732,693,710,780,55,4,6.5931,0.0734,695,767
Sunnyvale West-Parrs Park,House,NA,6,6,18,579,608,635,653,171,4,6.287,0.4865,387,746
Surfdale,House,1,6,3,12,680,610,700,785,134,3.98,6.5035,0.2107,579,769
Surfdale,House,2,12,9,24,689,650,688,700,91,3.16,6.5281,0.1255,629,745
Surfdale,House,3,24,15,39,926,795,898,1000,195,3.82,6.813,0.1905,800,1034
Surfdale,House,NA,9,9,21,888,680,750,1000,344,3.77,6.7297,0.3536,659,1062
Sutton Park,Flat,2,6,6,9,516,506,523,533,26,4,6.2456,0.0517,498,534
Sutton Park,House,1,30,3,27,575,473,590,666,151,4.05,6.3196,0.2712,463,667
Sutton Park,House,2,6,6,21,593,568,605,643,63,3.83,6.3793,0.1117,547,636
Sutton Park,House,3,6,18,66,525,393,615,673,229,4,6.1448,0.5939,312,696
Swanson,House,1,24,3,30,398,162,318,681,291,4.15,5.6638,0.8686,160,518
Swanson,House,3,6,6,60,684,673,688,721,49,4,6.5258,0.0732,650,717
Swanson,House,4,15,12,39,847,800,850,888,63,3.99,6.7391,0.0757,803,889
Swanson,House,5+,6,3,9,1018,968,1000,1050,136,3.51,6.9185,0.1319,925,1105
Swanson,House,NA,12,6,33,622,570,678,743,240,4,6.2985,0.6479,351,842
Swanson Rural,House,1,9,0,15,806,580,815,1000,241,4.6,6.649,0.3187,623,957
Swanson Rural,House,2,9,6,15,587,560,580,600,39,3.87,6.3735,0.0642,561,612
Symonds Street East,Apartment,1,63,30,105,429,380,400,480,81,3.74,6.0424,0.1972,368,481
Symonds Street East,Apartment,2,60,90,126,550,520,578,615,141,3.52,6.26,0.3594,411,667
Symonds Street East,Apartment,3,24,18,51,581,383,613,788,206,3.59,6.2904,0.4146,408,713
Symonds Street East,Flat,1,12,6,21,436,405,440,475,49,4,6.0709,0.1159,401,468
Symonds Street East,House,1,123,12,120,468,380,420,580,195,4,6.0722,0.3897,333,564
Symonds Street East,House,2,9,6,9,476,433,460,473,156,4,6.1223,0.3127,369,563
Symonds Street East,House,NA,24,33,33,476,420,493,580,135,4,6.1188,0.3286,364,567
Symonds Street East,Room,1,261,174,300,435,439,469,490,84,2.14,6.0501,0.2447,360,500
Symonds Street East,Room,NA,9,24,15,249,245,250,250,11,2.73,5.5169,0.044,242,256
Symonds Street North West,Apartment,1,270,240,555,401,360,400,440,63,3.95,5.9791,0.1827,349,447
Symonds Street North West,Apartment,2,105,90,210,582,520,580,630,97,3.93,6.3497,0.1959,501,653
Symonds Street North West,Apartment,5+,9,0,9,724,533,620,975,259,3.23,6.5277,0.3702,533,878
Symonds Street North West,Apartment,NA,99,90,78,338,250,315,385,99,3.94,5.7868,0.2619,273,389
Symonds Street North West,Boarding House,NA,6,15,0,230,223,230,230,17,2.74,5.4359,0.0711,219,241
Symonds Street North West,Flat,1,9,15,33,422,375,380,455,65,4.15,6.0344,0.1461,378,461
Symonds Street North West,House,1,162,21,162,460,400,440,499,109,4,6.1031,0.2503,378,529
Symonds Street North West,House,NA,39,45,69,494,420,470,550,118,4,6.1764,0.2362,410,564
Symonds Street North West,Room,1,45,24,54,303,240,310,370,66,3.64,5.6877,0.225,254,344
Symonds Street North West,Room,5,9,9,6,314,280,330,345,36,3,5.7446,0.1164,289,338
Symonds Street North West,Room,NA,6,9,9,263,263,270,270,12,2.95,5.5725,0.0475,255,272
Symonds Street West,Apartment,1,129,126,258,436,400,440,460,65,3.88,6.0638,0.1894,378,489
Symonds Street West,Apartment,2,174,258,513,526,480,510,563,92,3.91,6.2437,0.2469,436,608
Symonds Street West,Apartment,NA,6,33,21,468,423,450,525,62,4,6.1412,0.1308,425,507
Symonds Street West,Boarding House,1,6,0,6,278,250,270,298,34,3.22,5.6203,0.121,254,299
Symonds Street West,Flat,1,6,9,24,438,420,430,448,35,16.71,6.0804,0.0775,415,461
Symonds Street West,Flat,2,9,3,21,534,498,510,563,49,4,6.2761,0.0888,501,565
Symonds Street West,Flat,3,6,3,6,468,258,310,520,358,3.53,5.969,0.6468,253,605
Symonds Street West,House,1,234,21,231,502,450,500,550,98,3.96,6.1974,0.2147,425,568
Symonds Street West,House,NA,21,45,51,575,480,555,643,130,6.72,6.3301,0.2213,483,652
Symonds Street West,Room,1,9,0,9,327,260,280,370,112,3.82,5.7452,0.3009,255,383
Tairua,House,2,6,9,15,429,405,435,450,26,2.87,6.0603,0.0604,411,446
Tairua,House,3,18,3,30,599,535,588,613,148,3.37,6.3734,0.2041,511,673
Tairua,House,4,6,3,9,624,613,660,671,83,2.91,6.4284,0.1435,562,682
Takanini North,Apartment,3,6,0,9,407,400,400,415,10,4,6.0077,0.0252,400,414
Takanini North,House,1,48,3,42,551,420,588,684,184,3.96,6.233,0.4428,378,687
Takanini North,House,2,6,3,12,562,578,598,618,106,3.64,6.3121,0.2252,474,642
Takanini North,House,3,21,36,84,658,650,660,705,80,3.63,6.4809,0.1466,591,720
Takanini North,House,NA,24,21,48,595,480,635,700,128,4.01,6.3647,0.2322,497,679
Takanini South,Apartment,1,6,3,9,510,498,500,513,27,4,6.2334,0.0519,492,528
Takanini South,Boarding House,1,6,0,6,459,431,488,515,112,3.34,6.1024,0.2745,371,538
Takanini South,Flat,1,6,3,9,424,399,425,450,30,3.53,6.0472,0.0718,403,444
Takanini South,House,1,75,6,78,706,670,730,790,127,4.09,6.5342,0.2631,576,822
Takanini South,House,2,12,6,15,541,519,608,650,164,3.52,6.2297,0.4164,383,672
Takanini South,House,3,45,42,108,668,665,680,698,83,3.93,6.4893,0.2056,573,756
Takanini South,House,4,48,57,168,769,750,760,799,44,3.88,6.6438,0.0566,739,798
Takanini South,House,5+,6,3,18,1018,913,950,1055,179,3.29,6.9144,0.165,901,1125
Takanini South,House,NA,45,30,108,710,670,710,790,124,3.99,6.5398,0.2712,576,831
Takanini South East,House,1,105,3,105,647,620,680,730,138,4.06,6.4257,0.3795,478,798
Takanini South East,House,2,18,15,36,598,558,585,656,64,3.89,6.3888,0.1099,553,641
Takanini South East,House,3,51,57,96,668,639,670,699,39,3.9,6.5021,0.0588,641,694
Takanini South East,House,4,30,24,45,698,699,720,776,166,3.89,6.4859,0.4504,484,889
Takanini South East,House,5+,6,6,9,816,788,808,836,62,4,6.7026,0.0755,774,857
Takanini South East,House,NA,69,45,141,643,595,650,724,129,3.98,6.4288,0.3296,496,774
Takanini West,Flat,2,9,12,33,1026,500,530,580,1498,2.01,6.5142,0.7574,405,1124
Takanini West,House,1,27,3,30,629,580,620,695,100,4.1,6.4309,0.1653,555,694
Takanini West,House,2,9,9,24,594,590,600,610,86,4.23,6.3784,0.1437,535,649
Takanini West,House,3,24,30,114,632,620,650,683,145,3.79,6.375,0.5361,409,843
Takanini West,House,4,12,9,42,746,720,740,778,47,4.14,6.6129,0.064,713,777
Takanini West,House,NA,18,9,30,699,680,700,753,83,4,6.542,0.1269,637,756
Takapuna Central,Apartment,1,27,33,75,538,483,560,583,65,3.85,6.2806,0.123,492,580
Takapuna Central,Apartment,2,24,30,78,944,685,853,945,631,3.35,6.7585,0.3585,676,1097
Takapuna Central,Flat,2,6,0,30,846,611,865,1100,295,4,6.6927,0.3621,632,1030
Takapuna Central,House,1,18,3,33,827,580,790,1009,284,3.94,6.6608,0.3456,619,986
Takapuna Central,House,2,6,15,30,779,658,725,814,169,3.34,6.6401,0.1997,669,876
Takapuna Central,House,4,9,6,30,1845,1200,1225,1675,1728,3.19,7.3271,0.5419,1055,2192
Takapuna Central,House,5+,6,6,9,2540,1761,2460,3463,992,3.03,7.7715,0.4113,1797,3130
Takapuna Central,House,NA,9,12,24,990,670,1000,1275,409,4,6.8187,0.4385,681,1230
Takapuna South,Flat,2,6,0,24,799,595,683,886,312,4,6.6327,0.3543,598,965
Takapuna South,House,1,6,0,6,889,621,810,959,481,4.77,6.6801,0.4933,571,1111
Takapuna South,House,2,12,3,24,459,270,540,625,198,3.72,6.0206,0.5189,290,584
Takapuna South,House,3,6,9,21,1546,1181,1650,1838,504,4.23,7.2903,0.3624,1148,1872
Takapuna South,House,4,6,3,21,2008,1175,1295,2163,1717,2.66,7.2945,0.8627,823,2634
Takapuna West,Apartment,1,24,15,42,615,578,630,676,80,3.85,6.4129,0.141,554,670
Takapuna West,Apartment,2,54,36,114,729,650,683,840,119,3.85,6.5799,0.1557,649,800
Takapuna West,Apartment,3,6,3,18,809,658,793,944,180,4,6.6767,0.2242,682,923
Takapuna West,Flat,2,21,27,96,632,595,600,660,75,4,6.4426,0.1109,583,677
Takapuna West,House,1,57,9,66,807,610,680,900,314,4.26,6.6317,0.3451,601,958
Takapuna West,House,2,33,36,117,648,600,635,695,84,3.74,6.4658,0.1271,590,700
Takapuna West,House,3,33,45,141,846,750,800,900,319,3.5,6.6898,0.3183,649,997
Takapuna West,House,4,21,24,69,1041,940,1000,1150,177,3.69,6.9349,0.1598,923,1144
Takapuna West,House,5+,6,9,21,1307,920,995,1153,790,3.87,7.0692,0.4579,863,1600
Takapuna West,House,NA,30,24,51,870,625,770,1038,309,4,6.7137,0.329,660,1028
Takapuna West,Room,1,6,3,12,535,510,605,630,158,3.86,6.2396,0.3593,402,653
Tamakae,House,1,18,3,21,586,543,598,628,58,4.08,6.3691,0.1028,544,625
Tamakae,House,2,6,9,33,555,490,550,615,91,4,6.3088,0.1651,491,614
Tamakae,House,3,27,27,81,612,580,600,630,39,4.07,6.4141,0.0623,585,637
Tamakae,House,4,9,9,33,709,680,700,700,49,4,6.5625,0.0667,677,741
Tamakae,House,NA,9,12,15,673,623,700,710,59,4,6.5077,0.0908,630,713
Tamaki,Apartment,1,6,3,15,629,494,558,693,260,4,6.3857,0.3843,458,769
Tamaki,Apartment,2,12,3,21,541,495,600,613,154,3.67,6.2367,0.3991,391,669
Tamaki,House,1,42,3,45,591,526,625,723,220,4.19,6.2606,0.5928,351,781
Tamaki,House,2,27,18,162,341,103,205,600,240,3.48,5.5288,0.8308,144,441
Tamaki,House,3,51,45,351,453,168,600,685,279,3.66,5.855,0.7908,205,595
Tamaki,House,4,18,18,72,576,282,699,773,274,3.6,6.181,0.6951,303,773
Tamaki,House,NA,15,12,51,706,620,700,800,95,4,6.5509,0.1351,639,767
Taupaki,House,1,12,3,9,641,573,630,703,150,4.26,6.4361,0.246,529,737
Taupaki,House,2,12,9,39,630,550,595,635,167,3.64,6.4206,0.2257,528,715
Tawharanui Peninsula,House,1,9,3,6,1055,760,1200,1225,356,4.43,6.909,0.356,788,1273
Tawharanui Peninsula,House,2,6,6,12,625,588,600,638,87,3.04,6.431,0.1326,568,679
Tawharanui Peninsula,House,3,12,9,30,827,750,775,838,165,3.75,6.7022,0.1756,723,917
Tawharanui Peninsula,House,4,9,9,21,930,665,850,1275,427,3.38,6.7242,0.5152,588,1178
Te Atatu Peninsula Central,Apartment,2,6,6,12,588,550,585,623,43,3.76,6.3738,0.0741,558,616
Te Atatu Peninsula Central,House,1,54,9,60,603,550,610,683,156,4.33,6.3372,0.444,419,763
Te Atatu Peninsula Central,House,2,30,27,81,598,571,590,600,64,3.77,6.3884,0.0938,558,634
Te Atatu Peninsula Central,House,3,45,45,138,703,650,680,700,272,3.68,6.5159,0.2563,569,803
Te Atatu Peninsula Central,House,4,6,12,39,779,731,775,838,64,4,6.6554,0.0824,735,821
Te Atatu Peninsula Central,House,5+,6,0,15,962,849,960,1000,141,4.01,6.8601,0.1418,866,1049
Te Atatu Peninsula Central,House,NA,18,15,51,613,590,630,663,87,4,6.4076,0.1588,545,675
Te Atatu Peninsula East,House,1,15,0,15,676,550,660,715,145,4.63,6.4971,0.1963,581,757
Te Atatu Peninsula East,House,3,12,24,81,721,640,695,783,113,3.43,6.5702,0.1525,644,791
Te Atatu Peninsula East,House,4,6,3,30,945,888,918,979,92,3.85,6.8468,0.093,884,1002
Te Atatu Peninsula East,House,5+,6,0,21,1000,958,980,1023,64,4.48,6.9063,0.0625,957,1042
Te Atatu Peninsula North West,House,1,63,12,84,555,500,595,680,193,4.06,6.2129,0.5483,345,723
Te Atatu Peninsula North West,House,2,27,42,90,596,580,595,618,30,3.91,6.3885,0.0514,575,616
Te Atatu Peninsula North West,House,3,48,45,159,636,596,650,694,103,4.02,6.4276,0.2973,506,756
Te Atatu Peninsula North West,House,4,12,12,33,793,715,850,884,138,3.93,6.6607,0.1887,688,887
Te Atatu Peninsula North West,House,NA,33,30,81,587,558,580,628,81,4.03,6.3654,0.1407,529,639
Te Atatu Peninsula West,Flat,1,6,0,9,455,446,488,496,74,3.27,6.1091,0.1779,399,507
Te Atatu Peninsula West,House,1,45,3,63,609,570,620,673,140,4.32,6.3657,0.372,452,747
Te Atatu Peninsula West,House,2,48,33,123,593,563,590,614,49,3.86,6.3814,0.0826,559,625
Te Atatu Peninsula West,House,3,36,48,150,661,649,665,693,60,3.79,6.4897,0.0971,617,703
Te Atatu Peninsula West,House,4,6,12,51,806,769,790,838,54,4.67,6.6901,0.0658,769,841
Te Atatu Peninsula West,House,NA,30,24,69,563,535,580,650,170,4.02,6.2413,0.532,359,735
Te Atatu South-Central,Flat,2,6,12,27,533,496,515,560,130,3.42,6.2526,0.2464,440,613
Te Atatu South-Central,House,1,42,9,63,640,570,645,700,112,4.44,6.4469,0.1743,561,709
Te Atatu South-Central,House,2,27,27,81,562,523,590,610,92,3.74,6.3145,0.2005,483,633
Te Atatu South-Central,House,3,48,48,177,639,630,660,695,117,3.6,6.426,0.3247,496,769
Te Atatu South-Central,House,4,9,18,69,723,625,790,868,216,3.76,6.517,0.4401,503,910
Te Atatu South-Central,House,NA,18,15,60,585,573,650,700,194,4,6.2617,0.5947,351,783
Te Atatu South-Edmonton,House,1,33,3,42,586,530,590,710,164,4.06,6.2941,0.504,385,761
Te Atatu South-Edmonton,House,2,24,24,93,548,525,560,583,50,3.62,6.3024,0.0942,512,582
Te Atatu South-Edmonton,House,3,63,54,228,643,620,650,690,88,3.88,6.446,0.2591,529,751
Te Atatu South-Edmonton,House,4,9,9,48,772,750,790,830,86,3.87,6.6424,0.1207,707,832
Te Atatu South-Edmonton,House,NA,15,18,39,656,558,675,713,97,3.92,6.4758,0.1483,587,718
Te Atatu South-McLeod North,Apartment,2,9,3,12,559,550,570,580,44,3.54,6.3239,0.085,527,591
Te Atatu South-McLeod North,House,1,132,3,129,580,530,565,590,87,4.1,6.3527,0.1388,523,630
Te Atatu South-McLeod North,House,2,15,24,87,571,525,560,595,73,3.8,6.3402,0.1146,525,612
Te Atatu South-McLeod North,House,3,39,39,171,648,610,650,680,56,4.09,6.4711,0.0844,610,684
Te Atatu South-McLeod North,House,4,6,27,45,754,728,765,783,62,3.72,6.622,0.0837,710,795
Te Atatu South-McLeod North,House,NA,57,30,93,615,550,580,670,102,4.08,6.4101,0.1486,550,672
Te Atatu South-McLeod South,Flat,1,6,3,9,552,480,585,668,153,3.7,6.2742,0.3205,428,659
Te Atatu South-McLeod South,House,1,27,0,36,684,590,650,780,187,4.32,6.4674,0.4289,482,860
Te Atatu South-McLeod South,House,2,15,18,45,553,540,550,588,53,3.75,6.3109,0.0984,515,588
Te Atatu South-McLeod South,House,3,30,30,120,675,643,650,700,71,3.91,6.5091,0.098,628,717
Te Atatu South-McLeod South,House,4,15,21,54,757,700,720,822,109,4.05,6.6198,0.1397,682,824
Te Atatu South-McLeod South,House,NA,18,12,48,648,578,630,705,288,4,6.3204,0.68,351,879
Te Kuru,House,1,6,0,9,661,534,583,708,245,4.51,6.4412,0.3387,499,788
Te Kuru,House,2,6,3,30,498,468,520,550,71,4.06,6.2014,0.1502,446,546
Te Kuru,House,3,6,3,21,668,628,680,720,83,3.47,6.4976,0.1275,609,723
Te Papapa,Apartment,2,9,0,18,537,499,550,558,38,3.86,6.283,0.0711,510,562
Te Papapa,House,1,21,6,24,669,565,670,775,139,3.94,6.4842,0.212,567,755
Te Papapa,House,2,21,24,72,604,550,620,650,68,3.8,6.397,0.1159,555,649
Te Papapa,House,3,24,24,126,706,655,730,780,144,3.86,6.5247,0.3187,550,845
Te Papapa,House,4,6,12,27,906,838,900,973,145,3.7,6.7978,0.1633,802,1000
Te Papapa,House,NA,6,3,15,814,728,760,886,144,3.85,6.6899,0.1691,718,901
Te Puru,Apartment,2,6,6,9,657,585,625,725,98,4,6.4783,0.145,590,718
Te Puru,House,1,42,3,45,792,620,830,904,175,4.1,6.651,0.221,666,898
Te Puru,House,2,12,12,33,607,595,610,620,34,3.83,6.4066,0.0557,583,629
Te Puru,House,3,9,15,33,721,680,750,785,84,3.22,6.5751,0.122,660,779
Te Puru,House,4,24,27,66,926,850,950,978,86,4.08,6.8264,0.0924,866,981
Te Puru,House,5+,6,12,21,1146,949,1128,1280,242,3.45,7.0255,0.2091,977,1295
Te Puru,House,NA,21,33,60,851,780,880,955,178,3.94,6.7202,0.2504,700,982
Thames Central,House,1,9,0,9,485,385,470,588,142,4.19,6.1465,0.2986,382,571
Thames Central,House,2,6,3,12,495,470,525,550,80,2.89,6.1937,0.1749,435,551
Thames Central,House,3,6,6,21,558,548,550,560,22,2.45,6.3229,0.0391,543,572
Thames Central,House,NA,6,6,3,514,389,495,620,149,4,6.2096,0.2931,408,606
Thames Coast,House,2,6,3,9,471,373,465,569,116,3.45,6.1288,0.2494,388,543
Thames Coast,House,3,6,6,30,600,588,600,613,41,4,6.3952,0.0682,572,627
Thames Coast,House,NA,6,3,6,524,488,505,541,79,3.98,6.253,0.1446,471,573
Thames North,House,1,12,3,9,552,523,558,580,84,4.07,6.3032,0.1518,493,605
Thames North,House,3,6,15,45,527,475,513,588,65,4,6.2603,0.1227,482,569
Thames South,House,1,18,0,21,568,540,578,629,103,3.74,6.3246,0.2029,487,640
Thames South,House,2,6,6,21,530,510,550,570,77,4.23,6.2642,0.1555,473,584
Thames South,House,3,24,15,96,590,578,600,630,64,3.49,6.3747,0.1159,543,635
Thames South,House,NA,6,0,15,648,628,665,685,62,4,6.4695,0.0992,603,690
The Gardens (Auckland),House,1,9,3,9,724,490,750,850,266,4.23,6.5259,0.3638,534,872
The Gardens (Auckland),House,2,6,3,6,529,525,543,546,33,3.49,6.269,0.0639,506,551
The Gardens (Auckland),House,3,12,9,39,741,734,770,810,176,4.08,6.5668,0.3429,564,896
The Gardens (Auckland),House,4,15,12,72,843,800,825,850,116,4.22,6.7292,0.124,769,909
The Gardens (Auckland),House,5+,6,9,21,1038,1025,1050,1063,63,3.49,6.9432,0.0618,994,1080
The Gardens (Auckland),House,NA,6,6,21,1002,873,993,1086,162,4,6.8987,0.1597,890,1104
The Strand,Apartment,1,141,93,165,379,345,389,399,50,3.91,5.9299,0.1249,346,409
The Strand,Apartment,2,33,30,99,568,540,560,650,119,3.64,6.3166,0.2485,468,655
The Strand,Apartment,3,18,18,42,541,280,525,788,271,3.41,6.1621,0.5408,329,683
The Strand,Apartment,NA,45,87,24,391,369,389,389,76,4.23,5.956,0.1458,350,426
The Strand,House,1,63,15,63,532,390,500,620,169,3.98,6.2277,0.3135,410,626
The Strand,House,3,24,27,60,761,733,750,830,135,3.78,6.6122,0.2424,632,876
The Strand,House,NA,18,21,30,453,349,485,524,100,4,6.0925,0.2289,379,516
The Strand,Room,1,12,0,9,345,320,335,340,46,3.8,5.8361,0.1255,315,373
Three Kings East,Apartment,2,9,9,15,670,625,650,730,82,3.85,6.5009,0.1227,613,723
Three Kings East,House,1,12,9,15,754,550,678,900,295,4.25,6.5601,0.368,551,905
Three Kings East,House,2,9,12,36,660,655,660,660,10,4.13,6.4921,0.015,653,667
Three Kings East,House,3,18,18,48,806,735,823,878,82,3.88,6.6874,0.1042,748,861
Three Kings East,House,4,6,6,27,1150,1125,1200,1225,173,4.13,7.0382,0.1616,1022,1271
